title,url,DIS_price,pre_price
Vision 32 Inche Led Tv V7 Infinix Basic Tv Official Warranty 4 Years All Bangladesh Home Service,https://www.daraz.com.bd/products/32-led-v7-infinix-4-i277634787-s1258115450.html?search=1,"৳ 16,617","৳ 65,900"
Sony Bravia 75 Inch 4K UHD Smart Android Google TV 75X80K,https://www.daraz.com.bd/products/sony-bravia-75-4k-uhd-google-75x80k-i298075783-s1322690796.html?search=1,"৳ 265,000","৳ 49,900"
MINISTER M-55 TANDID SMART ANDROID GOOGLE VOICE 4K (55MG5010B),https://www.daraz.com.bd/products/m-55-google-4k-55mg5010b-i294001457-s1303305762.html?search=1,"৳ 55,599","৳ 31,500"
"Vision 43"" 4k Led Tv Official Android G3S Galaxy Voice Controlled Tv with Google Assistant official Warranty 4 years",https://www.daraz.com.bd/products/43-4k-led-g3s-google-4-i256942247-s1206183814.html?search=1,"৳ 40,990","৳ 92,900"
"SAMSUNG 32"" Smart HD TV UA32T4400ARSFS",https://www.daraz.com.bd/products/samsung-32-smart-hd-tv-ua32t4400arsfs-i304873236-s1361301860.html?search=1,"৳ 25,900","৳ 22,600"
Sony Bravia KD-43X75K | 4K Ultra HD | High Dynamic Range (HDR) | Smart TV (Google TV),https://www.daraz.com.bd/products/sony-bravia-kd-43x75k-4k-ultra-hd-high-dynamic-range-hdr-smart-tv-google-tv-i322105680-s1503683054.html?search=1,"৳ 68,799","৳ 29,900"
"SONY_PLUS HD 32 LED TV,Noise Reduction,De-Interlace 3D,Weak Signal Enhancement, Built in Speaker,Sound Effect Stereo,USB Play,Wall Mount System,Headphone System,HDMI,VGA,USB Port",https://www.daraz.com.bd/products/sony_plus-hd-32-led-3d-usb-hdmi-vga-usb-i188010360-s1135162384.html?search=1,"৳ 16,500","৳ 170,000"
Sony Bravia 50 inch 4K Ultra HD Android Smart LED TV 50X75K,https://www.daraz.com.bd/products/sony-bravia-50-4k-hd-led-50x75k-i288919921-s1290839203.html?search=1,"৳ 85,000","৳ 42,900"
Walton 32 Inches Smart Google Android TV - Smart Tv,https://www.daraz.com.bd/products/walton-32-inches-smart-google-android-tv-smart-tv-i256340283-s1204637605.html?search=1,"৳ 24,999","৳ 47,900"
Sony X80J 65 Inch Class HDR 4K UHD Smart LED TV,https://www.daraz.com.bd/products/sony-x80j-65-hdr-4k-uhd-led-i281345378-s1269044296.html?search=1,"৳ 115,000","৳ 89,000"
SMART 43 inch Voice Control Android TV,https://www.daraz.com.bd/products/43-i319938691-s1475476302.html?search=1,"৳ 32,242","৳ 239,900"
"LG UHD 4K TV 43 Inch UP75 Series, 4K Active HDR WebOS Smart AI ThinQ",https://www.daraz.com.bd/products/lg-uhd-4k-43-up75-4k-hdr-webos-ai-thinq-i287052402-s1285911893.html?search=1,"৳ 59,900","৳ 149,990"
Sharp 42 Inch 2K Full HD Android TV 2T-C42EG2X,https://www.daraz.com.bd/products/sharp-42-inch-2k-full-hd-android-tv-2t-c42eg2x-i325933879-s1566171505.html?search=1,"৳ 43,000","৳ 110,009"
WALTON LED TV WD32R (813mm)-32'',https://www.daraz.com.bd/products/walton-led-tv-wd32r-813mm-32-i197756150-s1144444139.html?search=1,"৳ 18,900","৳ 109,900"
"Sony Plus 55"" Smart Android 4K Supported Led TV",https://www.daraz.com.bd/products/sony-plus-55-4k-led-i320992082-s1487174683.html?search=1,"৳ 48,950","৳ 299,000"
"Haier 75"" HQLED Google TV (H75P7UX) with 2 GB DDR3 RAM/32 GB Storage",https://www.daraz.com.bd/products/haier-75-hqled-google-tv-h75p7ux-with-2-gb-ddr3-ram32-gb-storage-i325296505-s1559987692.html?search=1,"৳ 199,900","৳ 65,900"
Samsung 55 Inch Crystal UHD 4K CU8100 Smart TV,https://www.daraz.com.bd/products/samsung-55-uhd-4k-cu8100-i325585640-s1591529310.html?search=1,"৳ 82,990","৳ 49,000"
MINISTER-55 SUPER 4K FRAME LESS SMART ANDROID LED TV (55MI8000),https://www.daraz.com.bd/products/minister-55-super-4k-frame-less-smart-android-led-tv-55mi8000-i279883311-s1265191112.html?search=1,"৳ 92,499","৳ 795,000"
Innovative Appliance - Lg Official Nanocel 75 Series 50 inch 4k UHD LED Smart TV - Must Have - Sleek Usage,https://www.daraz.com.bd/products/innovative-appliance-lg-official-nanocel-75-series-50-inch-4k-uhd-led-smart-tv-must-have-sleek-usage-i320800538-s1485128297.html?search=1,"৳ 78,500","৳ 23,500"
Sharp 70”/ 177 Cm 4K Android Smart TV 4T-C70AL1X,https://www.daraz.com.bd/products/sharp-70-177-cm-4k-android-smart-tv-4t-c70al1x-i156738750-s1086494678.html?search=1,"৳ 197,000","৳ 58,000"
Samsung Crystal UHD SMART TV UA43CU7700,https://www.daraz.com.bd/products/samsung-uhd-ua43cu7700-i325923446-s1565897433.html?search=1,"৳ 56,015","৳ 245,000"
"TRITON 40"" Frameless Smart Android TV with Dolby Sound, Voice Control, WiFi & YouTube 4K Support (Model: 40DF1MS)",https://www.daraz.com.bd/products/4k-40df1ms-i313474658-s1405536946.html?search=1,"৳ 22,400","৳ 250,000"
"Sony Plus 55"" 4K SMART ANDROID voice control TV",https://www.daraz.com.bd/products/sony-plus-55-4k-smart-android-voice-control-tv-i303019611-s1349567838.html?search=1,"৳ 41,989","৳ 42,900"
"Samsung 85"" (JU7000) 4K Ultra HD Flat Smart LED Television",https://www.daraz.com.bd/products/85-ju7000-4k-i161144488-s1093046725.html?search=1,"৳ 395,000","৳ 34,900"
High-quality 32 inches HD LED TV,https://www.daraz.com.bd/products/high-quality-32-inches-hd-led-tv-i304573472-s1359507769.html?search=1,"৳ 17,500","৳ 22,500"
M32Q20 (813mm),https://www.daraz.com.bd/products/m32q20-813mm-i304479498-s1358833147.html?search=1,"৳ 22,500", 
Mi P1 43 Inch 4K UHD Android Smart LED TV (EU Global),https://www.daraz.com.bd/products/mi-p1-43-4k-uhd-led-eu-i290236081-s1293488715.html?search=1,"৳ 48,000", 
Sony Bravia 65 Inch 65X80J 4K Ultra HD HDR Google TV 65X80J,https://www.daraz.com.bd/products/sony-bravia-65x80j-4k-ultra-hd-hdr-google-tv-2021-i186556399-s1133069097.html?search=1,"৳ 112,300", 
SONY KD-65X80L 65 Inch Ultra HD 4K LED Smart Google TV,https://www.daraz.com.bd/products/sony-kd-65x80l-65-hd-4k-led-google-i325540207-s1591519896.html?search=1,"৳ 149,990", 
SMART 43 inch Voice Control Android TV,https://www.daraz.com.bd/products/43-i325839976-s1565423517.html?search=1,"৳ 31,262", 
Samsung 32T4500 32 Inch Smart LED TV,https://www.daraz.com.bd/products/samsung-32t4500-32-led-i167774322-s1101602882.html?search=1,"৳ 29,500", 
Sony Official 43 inch 4K ULTRA HD HIGH DYNAMIC RANGE (HDR) SMART TV (GOOGLE TV),https://www.daraz.com.bd/products/sony-43-4k-hd-hdr-google-i321073859-s1488967792.html?search=1,"৳ 98,900", 
"VISION 32"" LED TV C10 Promo",https://www.daraz.com.bd/products/32-led-c10-i330235116-s1608799584.html?search=1,"৳ 19,125", 
"Haier 55"" Google HQLED 4K UHD Google TV (H55P7UX) Official 4 Years Brand Warranty",https://www.daraz.com.bd/products/haier-55-google-hqled-4k-uhd-google-h55p7ux-4-i325922857-s1565949964.html?search=1,"৳ 64,990","৳ 84,900"
Xiaomi Mi TV P1 ELA4614GL 32 Inches HD Smart Television,https://www.daraz.com.bd/products/xiaomi-mi-tv-p1-ela4614gl-32-inches-hd-smart-television-i319792618-s1475179763.html?search=1,"৳ 23,600","৳ 25,500"
"Sony Bravia 48W65D Full HD 48"" X-Reality Pro LED Smart TV",https://www.daraz.com.bd/products/sony-bravia-48w65d-hd-48-x-led-i290238462-s1293509387.html?search=1,"৳ 50,500","৳ 62,500"
Walton Television Basic LED TV WD32R (813mm),https://www.daraz.com.bd/products/walton-led-wd32r-813mm-i241434230-s1184828978.html?search=1,"৳ 19,900","৳ 22,500"
"Vision 32"" LED TV E30 Android Smart Infinity",https://www.daraz.com.bd/products/32-led-e30-i281728086-s1269968589.html?search=1,"৳ 29,100","৳ 29,900"
Samsung 32 inch smart Wifi HD TV 32T4400 (with Official Warranty),https://www.daraz.com.bd/products/samsung-32-inch-smart-wifi-hd-tv-32t4400-with-official-warranty-i325137219-s1559062830.html?search=1,"৳ 32,900","৳ 69,900"
WALTON 32 '' SMART GOOGLE ANDROID TV - WDEF32HGI /W32D120HG1 (BRAND WARRYNTEE ),https://www.daraz.com.bd/products/walton-32-google-wdef32hgiw32d120hg1-i256332476-s1204628716.html?search=1,"৳ 25,900","৳ 725,000"
Minister M-55 TANDID SMART ANDROID GOOGLE VOICE 4K (55MG5010B),https://www.daraz.com.bd/products/m-55-google-4k-55mg5010b-i316030390-s1429179849.html?search=1,"৳ 53,497","৳ 122,000"
Samsung 43 Inch CU7500 LED Crystal UHD 4K TV,https://www.daraz.com.bd/products/samsung-43-cu7500-led-uhd-4k-i325463711-s1561311439.html?search=1,"৳ 65,990","৳ 83,990"
"Sharp 80"" (LC80LE857RU) 3D Smart LED Television",https://www.daraz.com.bd/products/80-lc80le857ru-3d-i161138776-s1093054453.html?search=1,"৳ 399,000","৳ 88,500"
Samsung Smart 4K UHD LED Television (UA55RU8000) 55 Inc,https://www.daraz.com.bd/products/4k-uhd-led-ua55ru8000-55-i289057477-s1291233331.html?search=1,"৳ 99,000","৳ 20,900"
SINGER Primax 4K Android TV | S55 | SLE55U5000GOTV,https://www.daraz.com.bd/products/singer-primax-4k-s55-55u5000gotv-i318427454-s1452066245.html?search=1,"৳ 79,990","৳ 90,000"
SONY PLUS 50 ANDROID SMART HD TV,https://www.daraz.com.bd/products/sony-plus-50-hd-i106124816-s1021086861.html?search=1,"৳ 36,625","৳ 55,000"
"Vision 32"" LED TV V7 Infinix",https://www.daraz.com.bd/products/32-led-v7-infinix-i313753545-s1407486106.html?search=1,"৳ 19,900","৳ 49,900"
JVCO ULTRA 65 Inch DK5LSM WEBOS Smart LED TV,https://www.daraz.com.bd/products/jvco-65-dk5lsm-webos-led-i298321901-s1323937521.html?search=1,"৳ 72,500","৳ 26,900"
Walton LED Television WD1-JX32-SY100 (813mm),https://www.daraz.com.bd/products/walton-led-wd1-jx32-sy100-813mm-i265493687-s1237217651.html?search=1,"৳ 19,100","৳ 105,000"
SONY PLUS 55'' Android WiFi VOICE CONTROL 4K SMART UHD LED TV Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/sony-plus-55-wifi-4k-uhd-led-ram-2-gb-rom-16-gb-i252686659-s1198101486.html?search=1,"৳ 43,900","৳ 19,999"
Walton Television SMART TV W43D210HG1 (1.09m) FHD ANDROID TV,https://www.daraz.com.bd/products/walton-w43d210hg1-109m-fhd-i274270972-s1249520335.html?search=1,"৳ 38,990","৳ 48,900"
Rangs 43-Inch Google Certified TV | Frameless HD Android TV,https://www.daraz.com.bd/products/rangs-43-google-hd-i329493752-s1606749557.html?search=1,"৳ 35,900","৳ 37,995"
Walton Smart LED Television WD-EF32HG1 (813mm) HD ANDROID TV,https://www.daraz.com.bd/products/walton-led-wd-ef32hg1-813mm-hd-i269686482-s1241394647.html?search=1,"৳ 25,999","৳ 29,995"
SONY PLUS 65″ SMART ULTRA HD ANDROID LED TV,https://www.daraz.com.bd/products/sony-plus-65-smart-ultra-hd-android-led-tv-i320987495-s1487158853.html?search=1,"৳ 69,899","৳ 66,000"
"TRITON 32"" Frame Less Android smart tv 4k Ram.2gb Rom 16gb",https://www.daraz.com.bd/products/triton-32-frame-less-android-smart-tv-4k-ram2gb-rom-16gb-i307992914-s1382226909.html?search=1,"৳ 14,999","৳ 49,900"
"Vision 43"" 4K TV UHD RN1 Galaxy Pro built In Far Field Voice control ( RAM 2 GB ROM 32 GB ) LED TV Google Android Smart Television Wi-Fi 4K tv",https://www.daraz.com.bd/products/43-4k-uhd-rn1-ram-2-gb-rom-32-gb-led-google-wi-fi-4k-i322662224-s1519921712.html?search=1,"৳ 41,900","৳ 29,500"
SAMSUNG 32” Smart HD TV 32T4400,https://www.daraz.com.bd/products/samsung-32-smart-hd-tv-32t4400-i314654739-s1502445516.html?search=1,"৳ 32,750","৳ 185,000"
Xiaomi Mi P1 55-Inch Smart Android 4K TV With Netflix (Global Version),https://www.daraz.com.bd/products/netflix-xiaomi-mi-p1-55-4k-i274800538-s1251354333.html?search=1,"৳ 75,000","৳ 74,900"
"Samsung 32N4010 32"" Basic HD LED Television",https://www.daraz.com.bd/products/samsung-32n4010-32-basic-hd-led-television-i314622724-s1415277336.html?search=1,"৳ 25,975","৳ 59,590"
Sony Plus 50 inch HD Smart Television 4K Supported,https://www.daraz.com.bd/products/sony-plus-50-hd-4k-i112990447-s1030078072.html?search=1,"৳ 35,083","৳ 85,914"
"Samsung 43"" FHD Smart TV | UA43T5400ARSFS | Series 5",https://www.daraz.com.bd/products/samsung-43-fhd-smart-tv-ua43t5400arsfs-series-5-i323311474-s1594203953.html?search=1,"৳ 54,900", 
Vision 43'' 4K UHD LED TV Official Android G3S Galaxy Voice Controlled TV with Google Assistant Official warranty 4 Years,https://www.daraz.com.bd/products/43-4k-uhd-led-g3s-4-i275544251-s1253523748.html?search=1,"৳ 40,038", 
"Vision 32"" LED TV E30 Android Smart Infinity",https://www.daraz.com.bd/products/32-led-e30-i313558876-s1407444442.html?search=1,"৳ 24,500", 
LG UQ80 65 inch 4K Crystal Smart UHD TV α5 Gen5 AI Processor,https://www.daraz.com.bd/products/lg-uq80-65-inch-4k-crystal-smart-uhd-tv-5-gen5-ai-processor-i317101884-s1437724206.html?search=1,"৳ 127,499", 
"LED TV 50"" Smart Full HD With Wall Mount (Warranty: 1 Year, Service waranty: 5 Years)",https://www.daraz.com.bd/products/50-led-hd-i206491464-s1155711727.html?search=1,"৳ 38,500", 
Sharp 50 Inch 4K UHD Android TV 11 4T-C50EK2X,https://www.daraz.com.bd/products/sharp-50-inch-4k-uhd-android-tv-11-4t-c50ek2x-i325933953-s1566177014.html?search=1,"৳ 66,000", 
"WALTON 32"" LED Television WD32R (813mm)",https://www.daraz.com.bd/products/walton-32-led-wd32r-813mm-i314875924-s1419951385.html?search=1,"৳ 24,900", 
ORION LED TV I 32 inches LED TV I Model: OD32F-AN4R,https://www.daraz.com.bd/products/orion-led-i-32-led-i-od32f-an4r-i308974984-s1384718316.html?search=1,"৳ 18,900", 
ORION LED TV I 43 inches SMART VOICE CONTROL LED TV I Model: OD43-AE1SV,https://www.daraz.com.bd/products/orion-led-i-43-led-i-od43-ae1sv-i324134872-s1551950750.html?search=1,"৳ 37,500", 
"SAMSUNG 75"" Crystal 4K Smart UHD TV UA75AU8000RSFS",https://www.daraz.com.bd/products/samsung-75-crystal-4k-smart-uhd-tv-ua75au8000rsfs-i274515514-s1250243766.html?search=1,"৳ 264,900", 
Sony Bravia 75 Inch 4K Ultra HD Smart LED Android TV 75X80J,https://www.daraz.com.bd/products/sony-bravia-75-4k-hd-led-75x80j-i261036609-s1222147066.html?search=1,"৳ 205,000", 
"Samsung 43AU8000 43"" Crystal UHD 4K Smart TV",https://www.daraz.com.bd/products/samsung-43au8000-43-crystal-uhd-4k-smart-tv-i314660541-s1416048166.html?search=1,"৳ 57,750", 
MINISTER-55 SUPER 4K UHD SMART ANDROID LED TV (55MI6000),https://www.daraz.com.bd/products/minister-55-super-4k-uhd-smart-android-led-tv-55mi6000-i279878734-s1265183989.html?search=1,"৳ 81,899", 
ORION LED TV I 32 inches SMART LED TV I Model: OD32-AE1S,https://www.daraz.com.bd/products/orion-led-i-32-led-i-od32-ae1s-i308988249-s1384720293.html?search=1,"৳ 24,900","৳ 350,000"
HAIER H55K66UG 55 INCH BEZEL LESS 4K GOOGLE ANDROID 11 SMART TV,https://www.daraz.com.bd/products/haier-h55k66ug-55-4k-google-11-i315221280-s1423782404.html?search=1,"৳ 67,804","৳ 56,500"
Sony Official 55 inch 4K ULTRA HD HIGH DYNAMIC RANGE (HDR) SMART TV (GOOGLE TV),https://www.daraz.com.bd/products/sony-55-4k-hd-hdr-google-i321085261-s1489096481.html?search=1,"৳ 172,900","৳ 249,900"
SONY KD-75X80L 75-inch Ultra HD 4K LED Smart Google TV,https://www.daraz.com.bd/products/sony-kd-75x80l-75-hd-4k-led-google-i323429544-s1540924958.html?search=1,"৳ 222,000","৳ 52,200"
Sony 65 Inch BRAVIA Ultra HD Android 4K Smart LED TV 65X7500H,https://www.daraz.com.bd/products/sony-65-bravia-hd-4k-led-65x7500h-i289881138-s1293015521.html?search=1,"৳ 220,000","৳ 250,000"
MEGA 1000KG (1TON) DIGITAL SCALE PLATFORM 24*32 WITH INDUSTRIAL WHEEL,https://www.daraz.com.bd/products/1000kg-1ton-2432-i185572371-s1131272250.html?search=1,"৳ 44,850","৳ 125,000"
Samsung Q70C 65 Inch 4K HDR QLED Smart TV,https://www.daraz.com.bd/products/samsung-q70c-65-inch-4k-hdr-qled-smart-tv-i326014545-s1570304522.html?search=1,"৳ 149,900","৳ 19,800"
Samsung 43 Inch AU7500 Crystal 4K UHD Smart TV,https://www.daraz.com.bd/products/samsung-43-au7500-4k-uhd-i307509751-s1379450230.html?search=1,"৳ 42,500","৳ 22,000"
SONY KD-65X80L 65-inch Ultra HD 4K LED Smart Google TV,https://www.daraz.com.bd/products/sony-kd-65x80l-65-hd-4k-led-google-i323425845-s1540926067.html?search=1,"৳ 145,000","৳ 84,400"
Viva 32 FHD Smart Android LED TV,https://www.daraz.com.bd/products/viva-32-fhd-smart-android-led-tv-i286959618-s1285834986.html?search=1,"৳ 20,900","৳ 235,000"
SAMSUNG AU8000 55 Inch Crystal UHD 4K Smart TV official,https://www.daraz.com.bd/products/samsung-au8000-55-uhd-4k-i204337245-s1152381640.html?search=1,"৳ 68,990","৳ 29,400"
LED FHD TV - 32 Inch with Free Wall Mount,https://www.daraz.com.bd/products/led-fhd-tv-32-inch-with-free-wall-mount-i303423885-s1352177762.html?search=1,"৳ 15,800","৳ 116,000"
"Buy NOVA 55"" Android TV get free Heavy Duty Commercial Blender (1250w)",https://www.daraz.com.bd/products/buy-nova-55-android-tv-get-free-heavy-duty-commercial-blender-1250w-i304939008-s1423818974.html?search=1,"৳ 69,900","৳ 43,900"
"Transtec 32"" Smart Edgeless Boomstation TLED 32S7E",https://www.daraz.com.bd/products/transtec-32-tled-32s7e-i177706044-s1117710555.html?search=1,"৳ 21,500","৳ 650,000"
Sony Bravia 75 Inch 4K UHD Smart Android Google LED TV 75X80K,https://www.daraz.com.bd/products/sony-bravia-75-4k-uhd-google-led-75x80k-i297413589-s1317804531.html?search=1,"৳ 265,000","৳ 42,900"
"Vision 55"" LED TV Google Voice controlled Android 4K UHD G3S Pro Official Warranty",https://www.daraz.com.bd/products/55-led-google-4k-uhd-g3s-pro-i267605918-s1239549513.html?search=1,"৳ 70,650","৳ 15,000"
Sony Ultra HD 4K Smart Android Google LED TV 65X90K,https://www.daraz.com.bd/products/sony-hd-4k-google-led-65x90k-i320439159-s1482020920.html?search=1,"৳ 231,000","৳ 51,500"
Samsung TV UA43T5400,https://www.daraz.com.bd/products/samsung-ua43t5400-i281838348-s1270189335.html?search=1,"৳ 54,900","৳ 399,000"
Samsung 43BU8000 43 Inch Crystal UHD 4K Smart TV,https://www.daraz.com.bd/products/samsung-43bu8000-43-uhd-4k-i320507556-s1482681405.html?search=1,"৳ 70,900","৳ 27,900"
"LED TV Hamim 43"" Android, Voice Control with Remote, Frameless (Warranty: 01 Years, Service Warranty: 05 Years)",https://www.daraz.com.bd/products/led-tv-hamim-i282647569-s1277061406.html?search=1,"৳ 22,400","৳ 28,000"
"TRITON 32"" Double Glass Smart Android TV with Dolby Sound Bar, Voice Control, WiFi & YouTube 4K Support (Model: 32DK3LS)",https://www.daraz.com.bd/products/4k-32dk3ls-i313329183-s1404841299.html?search=1,"৳ 16,800","৳ 19,800"
wicon android 43 led tv,https://www.daraz.com.bd/products/wicon-android-43-led-tv-i130216863-s1050024991.html?search=1,"৳ 25,500","৳ 62,000"
HD Handycam HDR-CX405 - Black,https://www.daraz.com.bd/products/hd-handycam-hdr-cx405-black-i224107-s1105695.html?search=1,"৳ 15,000","৳ 294,900"
"SONY 55"" X80K 4K HDR LED TV with Google Android TV (2022)",https://www.daraz.com.bd/products/google-sony-55-x80k-4k-hdr-led-2022-i291429584-s1296412452.html?search=1,"৳ 104,999","৳ 14,900"
triton 32 inch frameless smart android 4K led tv,https://www.daraz.com.bd/products/triton-32-4k-led-i231883333-s1174954277.html?search=1,"৳ 15,180", 
"TRITON 32"" Frameless Smart Android TV with Voice Control, WiFi & YouTube 4K Support (Model: 32F8VS)",https://www.daraz.com.bd/products/4k-32f8vs-i313090183-s1403781163.html?search=1,"৳ 15,800", 
Elite 43 Inch Android Smart Wifi Hd Led Tv 4k Supported Ram 2 gb Rom 16 gb,https://www.daraz.com.bd/products/43-wifi-hd-led-4k-ram-2-gb-rom-16-gb-i294449782-s1303828996.html?search=1,"৳ 20,900", 
"WICON PREMIUM 32"" DOUBLE GLASS SMART LED VOICE CONTROL",https://www.daraz.com.bd/products/wicon-32-led-i312067191-s1400848723.html?search=1,"৳ 27,200", 
"Samsung 78"" (KU6500) 4K Ultra HD Smart Curved LED Television",https://www.daraz.com.bd/products/78-ku6500-4k-i161146448-s1093044975.html?search=1,"৳ 325,000", 
"Danaaz 43"" Android Smart LED TV DZLE-43AS21X",https://www.daraz.com.bd/products/danaaz-43-android-smart-led-tv-dzle-43as21x-i254051748-s1199886807.html?search=1,"৳ 32,900", 
"VERTEX 32"" Smart Andriod Double Glass 2+16 GB",https://www.daraz.com.bd/products/32-216-i321186779-s1490751659.html?search=1,"৳ 12,490", 
"Sony Bravia 32W830K 32"" HD HDR Android Google TV",https://www.daraz.com.bd/products/sony-bravia-32w830k-32-hd-hdr-android-google-tv-i327827102-s1599806317.html?search=1,"৳ 33,299", 
Sharp 65″ Aquos XLED TV | 4T-C65FV1X,https://www.daraz.com.bd/products/sharp-65-aquos-xled-tv-4t-c65fv1x-i325940419-s1566174980.html?search=1,"৳ 375,000", 
"SAFE LED Television (SE32RS22) Smart (AOSP) tv, 2 years Warranty",https://www.daraz.com.bd/products/safe-led-television-se32rs22-smart-aosp-tv-2-years-warranty-i261487578-s1222764488.html?search=1,"৳ 25,250", 
40 inch Smart LED TV 2GB 16 GB,https://www.daraz.com.bd/products/40-led-2gb-16-gb-i294101408-s1303423979.html?search=1,"৳ 18,570", 
Golden Plus 40'' SMART LED TV -FULL HD With Wall Mount Stand,https://www.daraz.com.bd/products/40-led-i132156814-s1052944823.html?search=1,"৳ 19,602", 
ORION LED TV I 43 inches SMART LED TV I Model: OD43-AE1S,https://www.daraz.com.bd/products/orion-led-i-43-led-i-od43-ae1s-i324377640-s1552779602.html?search=1,"৳ 37,500", 
Xiaomi Mi 4S 55 Inches ELA4374GL 4K UHD Smart Television,https://www.daraz.com.bd/products/xiaomi-mi-4s-55-inches-ela4374gl-4k-uhd-smart-television-i320013241-s1476592760.html?search=1,"৳ 60,000", 
SONY KD-65X80L 65-inch Ultra HD (4K) LED Smart Google TV,https://www.daraz.com.bd/products/sony-kd-65x80l-65-inch-ultra-hd-4k-led-smart-google-tv-i324978449-s1556704321.html?search=1,"৳ 215,999", 
"Perfect 24” Smart Android HD LED TV, Single Glass, 2GB RAM 16GB ROM",https://www.daraz.com.bd/products/24-hd-led-2gb-ram-16gb-rom-i323519288-s1541277997.html?search=1,"৳ 12,900", 
Marcel 32 inch android smart tv - M32D210E11GT / (813m) HD ANDROID TV,https://www.daraz.com.bd/products/32-m32d210e11gt-813m-hd-i325837649-s1570600955.html?search=1,"৳ 24,000","৳ 24,990"
MME 43″ 4K Smart Voice Control Double Glass LED TV,https://www.daraz.com.bd/products/mme-43-4k-led-i222572619-s1168953467.html?search=1,"৳ 28,300","৳ 41,800"
triton 40 inch smart android 4K supported led tv,https://www.daraz.com.bd/products/triton-40-4k-led-i231877475-s1174956232.html?search=1,"৳ 18,980","৳ 18,000"
"VERTEX 32"" Smart Andriod Frameless 2+16 GB",https://www.daraz.com.bd/products/32-2-16-gb-i321182936-s1501954947.html?search=1,"৳ 15,000","৳ 29,800"
ORION LED TV I 43 inches SMART LED TV I Model:OD43F-AN10S,https://www.daraz.com.bd/products/orion-led-i-43-led-i-od43f-an10s-i309004779-s1384770765.html?search=1,"৳ 36,900","৳ 187,900"
43'' Voice Control Smart Android Television,https://www.daraz.com.bd/products/43-voice-control-smart-android-television-i289666246-s1292226636.html?search=1,"৳ 25,890","৳ 133,900"
SONY KD-55X80L 55-inch Ultra HD (4K) LED Smart Google TV,https://www.daraz.com.bd/products/sony-kd-55x80l-55-inch-ultra-hd-4k-led-smart-google-tv-i324967958-s1556686727.html?search=1,"৳ 137,999","৳ 35,000"
7 Inch Smart Screen Smart Capacitive Screen NX8048P070-011C-Y with Housing HMI TFT LCD Display,https://www.daraz.com.bd/products/7-inch-smart-screen-smart-capacitive-screen-nx8048p070-011c-y-with-housing-hmi-tft-lcd-display-i323765637-s1544701999.html?search=1,"৳ 12,491","৳ 175,000"
SONY official warranty KD-43X80L 43-inch Ultra HD (4K) LED Smart Google TV,https://www.daraz.com.bd/products/sony-official-warranty-kd-43x80l-43-inch-ultra-hd-4k-led-smart-google-tv-i323454393-s1541039771.html?search=1,"৳ 96,999","৳ 51,900"
Jvco 39 inch DK5L Google Assistance Android TV,https://www.daraz.com.bd/products/jvco-39-google-i303211927-s1350871021.html?search=1,"৳ 26,000","৳ 80,900"
"Samsung 55"" (QA55Q7FAMKXZN) 4K Flat QLED Smart LED Television",https://www.daraz.com.bd/products/55-qa55q7famkxzn-4k-qled-i161152112-s1093050600.html?search=1,"৳ 155,000","৳ 403,900"
NOVA ANDROID LED TV NV 4301 SB (43″),https://www.daraz.com.bd/products/nova-android-led-tv-nv-4301-sb-43-i326146756-s1572688334.html?search=1,"৳ 41,900","৳ 34,000"
"ROWA 43"" Smart TV | 43U62",https://www.daraz.com.bd/products/rowa-43-43u62-i272653533-s1246842742.html?search=1,"৳ 46,500","৳ 20,000"
32inc sony (china)-double glass- Android /Smart HD LED TV -( RAM-1 GB-ROM 8 GB ) -4k supported,https://www.daraz.com.bd/products/32inc-sony-hd-led-ram-1-gb-rom-8-gb-4k-i204061254-s1152156323.html?search=1,"৳ 17,000","৳ 30,000"
"Perfect 55” 4K Smart Android HD LED TV, Metal Body, Voice Control, 2GB RAM 16GB ROM",https://www.daraz.com.bd/products/55-4k-hd-led-2gb-ram-16gb-rom-i324356541-s1552492948.html?search=1,"৳ 65,900","৳ 40,000"
XR-65X90K | BRAVIA XR | Full Array LED | 4K Ultra HD | High Dynamic Range (HDR) | Smart TV (Google TV),https://www.daraz.com.bd/products/1-bravia-xr-led-4k-hd-hdr-google-i319939381-s1475409751.html?search=1,"৳ 293,902","৳ 15,000"
Conion BE-40E720S (Smart) HD LED Television,https://www.daraz.com.bd/products/conion-be-40e720s-hd-led-i223065508-s1169247208.html?search=1,"৳ 33,500","৳ 21,000"
Weston 32'' LED Tv Model: WTS-32S22SMG Android Tv WiFi 2/16GB,https://www.daraz.com.bd/products/westone-32-led-wts-32s22smg-wifi-216gb-i314436068-s1460954537.html?search=1,"৳ 16,991","৳ 17,000"
VERTEX Smart Android 4k Voice Control Frameless TV 43 inch RAM/ROM 2/16,https://www.daraz.com.bd/products/vertex-4k-43-ramrom-216-i321186718-s1490736767.html?search=1,"৳ 22,490","৳ 31,900"
43″ SMART FULL HD 4K SUPPORTED ANDROID TV,https://www.daraz.com.bd/products/43-smart-full-hd-4k-supported-android-tv-i303426198-s1352177761.html?search=1,"৳ 24,400","৳ 39,500"
